ip,protocol,endpoint,path,kind,value,min,max,description,unit,enum
10.6.40.53,mnset,senders,[1].version,string,2,,,,,
10.6.40.53,mnset,senders,[1].label,string, ,,,,,
10.6.40.53,mnset,senders,[1].id,uuid,df6f7259-6fe3-2887-90b5-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[1].flow_id[0],uuid,7d775931-bcdd-1cf5-96df-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[1].flow_id[1],uuid,637b79c3-7fff-353e-adeb-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[1].device_id,uuid,fff56e39-ffbe-4ea5-a230-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[1].format,string,audio,,,,,
10.6.40.53,mnset,senders,[1].master_enable,bool,true,,,,,
10.6.40.53,mnset,senders,[2].version,string,2,,,,,
10.6.40.53,mnset,senders,[2].label,string, ,,,,,
10.6.40.53,mnset,senders,[2].id,uuid,52fe2f50-7dfb-1d6f-a959-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[2].flow_id[0],uuid,38c22604-5ffb-2356-8397-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[2].flow_id[1],uuid,f777c9b8-ffc5-262a-8958-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[2].device_id,uuid,fff56e39-ffbe-4ea5-a230-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[2].format,string,audio,,,,,
10.6.40.53,mnset,senders,[2].master_enable,bool,true,,,,,
10.6.40.53,mnset,senders,[3].version,string,2,,,,,
10.6.40.53,mnset,senders,[3].label,string, ,,,,,
10.6.40.53,mnset,senders,[3].id,uuid,f3940bf2-6fff-2639-8387-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[3].flow_id[0],uuid,df778fb6-7fbe-39c8-8da7-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[3].flow_id[1],uuid,fceda28a-7ffe-475a-aded-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[3].device_id,uuid,fff56e39-ffbe-4ea5-a230-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[3].format,string,audio,,,,,
10.6.40.53,mnset,senders,[3].master_enable,bool,true,,,,,
10.6.40.53,mnset,senders,[4].version,string,2,,,,,
10.6.40.53,mnset,senders,[4].label,string, ,,,,,
10.6.40.53,mnset,senders,[4].id,uuid,6ebd1440-df7f-1397-9022-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[4].flow_id[0],uuid,ffdd4795-cbb1-37da-84d6-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[4].flow_id[1],uuid,4fff80ef-fee7-11d5-9f84-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[4].device_id,uuid,fff56e39-ffbe-4ea5-a230-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[4].format,string,audio,,,,,
10.6.40.53,mnset,senders,[4].master_enable,bool,true,,,,,
10.6.40.53,mnset,senders,[5].version,string,2,,,,,
10.6.40.53,mnset,senders,[5].label,string, ,,,,,
10.6.40.53,mnset,senders,[5].id,uuid,93b829c9-7555-3487-9179-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[5].flow_id[0],uuid,5edfa839-fffd-4a61-8ee5-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[5].flow_id[1],uuid,1bda7dd6-fbfd-3d93-aeba-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[5].device_id,uuid,fff56e39-ffbe-4ea5-a230-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[5].format,string,ancillary,,,,,
10.6.40.53,mnset,senders,[5].master_enable,bool,true,,,,,
10.6.40.53,mnset,senders,[6].version,string,2,,,,,
10.6.40.53,mnset,senders,[6].label,string, ,,,,,
10.6.40.53,mnset,senders,[6].id,uuid,6f77e6ec-79fc-4bac-9759-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[6].flow_id[0],uuid,6fbf2b5d-fffb-3539-a848-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[6].flow_id[1],uuid,ff67bfec-930f-3acf-82c0-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[6].device_id,uuid,76aa32f2-3b5f-1339-a81d-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[6].format,string,video,,,,,
10.6.40.53,mnset,senders,[6].master_enable,bool,true,,,,,
10.6.40.53,mnset,senders,[7].version,string,2,,,,,
10.6.40.53,mnset,senders,[7].label,string, ,,,,,
10.6.40.53,mnset,senders,[7].id,uuid,3ebfae14-dd73-3207-8be8-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[7].flow_id[0],uuid,f67f0627-e9df-1a25-84c2-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[7].flow_id[1],uuid,b535487d-faf9-267c-9316-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[7].device_id,uuid,76aa32f2-3b5f-1339-a81d-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[7].format,string,audio,,,,,
10.6.40.53,mnset,senders,[7].master_enable,bool,true,,,,,
10.6.40.53,mnset,senders,[8].version,string,2,,,,,
10.6.40.53,mnset,senders,[8].label,string, ,,,,,
10.6.40.53,mnset,senders,[8].id,uuid,2fff1008-3cd7-3312-a65d-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[8].flow_id[0],uuid,6ecf8d4d-3fbf-3239-86b3-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[8].flow_id[1],uuid,4fa39788-fc17-2893-92d4-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[8].device_id,uuid,76aa32f2-3b5f-1339-a81d-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[8].format,string,audio,,,,,
10.6.40.53,mnset,senders,[8].master_enable,bool,true,,,,,
10.6.40.53,mnset,senders,[9].version,string,2,,,,,
10.6.40.53,mnset,senders,[9].label,string, ,,,,,
10.6.40.53,mnset,senders,[9].id,uuid,fedf4c35-ff9d-3efa-82cd-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[9].flow_id[0],uuid,3b7be7d4-5b79-453a-998e-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[9].flow_id[1],uuid,6baf596c-1f5c-2af8-a428-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[9].device_id,uuid,76aa32f2-3b5f-1339-a81d-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[9].format,string,audio,,,,,
10.6.40.53,mnset,senders,[9].master_enable,bool,true,,,,,
10.6.40.53,mnset,senders,[10].version,string,2,,,,,
10.6.40.53,mnset,senders,[10].label,string, ,,,,,
10.6.40.53,mnset,senders,[10].id,uuid,dfe7e2b6-7d3e-1a9c-819f-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[10].flow_id[0],uuid,786c9dcb-7763-143b-984f-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[10].flow_id[1],uuid,fee88f23-ff4b-1c26-8a2f-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[10].device_id,uuid,76aa32f2-3b5f-1339-a81d-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[10].format,string,audio,,,,,
10.6.40.53,mnset,senders,[10].master_enable,bool,true,,,,,
10.6.40.53,mnset,senders,[11].version,string,2,,,,,
10.6.40.53,mnset,senders,[11].label,string, ,,,,,
10.6.40.53,mnset,senders,[11].id,uuid,ffcf20e7-0bde-220e-a184-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[11].flow_id[0],uuid,75ff759f-be7f-1adf-a434-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[11].flow_id[1],uuid,f26e9450-d7f5-2731-a46e-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[11].device_id,uuid,76aa32f2-3b5f-1339-a81d-40a36ba2100c,,,,,
10.6.40.53,mnset,senders,[11].format,string,ancillary,,,,,
10.6.40.53,mnset,senders,[11].master_enable,bool,true,,,,,
10.6.40.53,mnset,route,[0],string,bulk/,,,,,
10.6.40.53,mnset,devices,[0].version,string,2,,,,,
10.6.40.53,mnset,devices,[0].label,string,Device CH1,,,,,
10.6.40.53,mnset,devices,[0].inputs[0],string,st2110-20,,,,,
10.6.40.53,mnset,devices,[0].inputs[1],string,st2110-30,,,,,
10.6.40.53,mnset,devices,[0].inputs[2],string,st2110-31,,,,,
10.6.40.53,mnset,devices,[0].inputs[3],string,st2110-40,,,,,
10.6.40.53,mnset,devices,[0].outputs[0],string,sdi,,,,,
10.6.40.53,mnset,devices,[0].id,uuid,fb3e708e-ef8e-43e6-8dfb-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[0].node_id,uuid,7f372621-feb5-357f-ad6a-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[0].receivers[0],uuid,73dbf47b-ffef-1642-877e-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[0].receivers[1],uuid,9ce3550a-f7ff-25f3-9b88-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[0].receivers[2],uuid,5ffdffd4-fbbf-24a1-9235-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[0].receivers[3],uuid,ebce687e-7bff-3f4f-aea9-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[0].receivers[4],uuid,fede6efe-7dd9-1db0-a075-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[0].receivers[5],uuid,fdf613b2-7bde-482c-ad08-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[1].version,string,2,,,,,
10.6.40.53,mnset,devices,[1].label,string,Device CH2,,,,,
10.6.40.53,mnset,devices,[1].inputs[0],string,st2110-20,,,,,
10.6.40.53,mnset,devices,[1].inputs[1],string,st2110-30,,,,,
10.6.40.53,mnset,devices,[1].inputs[2],string,st2110-31,,,,,
10.6.40.53,mnset,devices,[1].inputs[3],string,st2110-40,,,,,
10.6.40.53,mnset,devices,[1].outputs[0],string,sdi,,,,,
10.6.40.53,mnset,devices,[1].id,uuid,6db829e3-dde7-43fc-83df-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[1].node_id,uuid,7f372621-feb5-357f-ad6a-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[1].receivers[0],uuid,7fee4bf7-7ffb-2fde-a8bd-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[1].receivers[1],uuid,f5f7b75e-9ef7-4c29-a256-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[1].receivers[2],uuid,ff4f0c27-1f7e-33f3-a7d2-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[1].receivers[3],uuid,7ffe0931-0d7e-2fa4-8977-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[1].receivers[4],uuid,ffdfb3eb-3f9d-4b6d-9f52-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[1].receivers[5],uuid,edd5ff32-1fef-4e19-816b-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[2].version,string,2,,,,,
10.6.40.53,mnset,devices,[2].label,string,Device CH3,,,,,
10.6.40.53,mnset,devices,[2].inputs[0],string,st2110-20,,,,,
10.6.40.53,mnset,devices,[2].inputs[1],string,st2110-30,,,,,
10.6.40.53,mnset,devices,[2].inputs[2],string,st2110-31,,,,,
10.6.40.53,mnset,devices,[2].inputs[3],string,st2110-40,,,,,
10.6.40.53,mnset,devices,[2].outputs[0],string,sdi,,,,,
10.6.40.53,mnset,devices,[2].id,uuid,77ff2b49-776f-1127-9603-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[2].node_id,uuid,7f372621-feb5-357f-ad6a-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[2].receivers[0],uuid,4dfe4c74-a199-142d-a1fa-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[2].receivers[1],uuid,ffff9626-db6f-2800-8e43-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[2].receivers[2],uuid,7dddf67d-e2c5-1d66-a396-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[2].receivers[3],uuid,fbdfff88-9f7f-3430-800d-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[2].receivers[4],uuid,bdbfa859-3edc-18ca-9c0d-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[2].receivers[5],uuid,4dde3ea2-3b6f-13c5-a943-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[3].version,string,2,,,,,
10.6.40.53,mnset,devices,[3].label,string,Device CH4,,,,,
10.6.40.53,mnset,devices,[3].inputs[0],string,st2110-20,,,,,
10.6.40.53,mnset,devices,[3].inputs[1],string,st2110-30,,,,,
10.6.40.53,mnset,devices,[3].inputs[2],string,st2110-31,,,,,
10.6.40.53,mnset,devices,[3].inputs[3],string,st2110-40,,,,,
10.6.40.53,mnset,devices,[3].outputs[0],string,sdi,,,,,
10.6.40.53,mnset,devices,[3].id,uuid,76f5394c-5f7d-27bb-aad0-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[3].node_id,uuid,7f372621-feb5-357f-ad6a-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[3].receivers[0],uuid,cbef40a7-b951-2e29-82a7-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[3].receivers[1],uuid,ffe99fbc-7377-24a2-891f-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[3].receivers[2],uuid,7f3f2b22-ff75-44ac-9fac-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[3].receivers[3],uuid,63ffa5f9-5cee-4153-9f8f-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[3].receivers[4],uuid,7767a10e-befb-28bf-9c13-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[3].receivers[5],uuid,bdfc0f28-6cfb-147a-a042-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[4].version,string,2,,,,,
10.6.40.53,mnset,devices,[4].label,string,Device CH5,,,,,
10.6.40.53,mnset,devices,[4].inputs[0],string,sdi,,,,,
10.6.40.53,mnset,devices,[4].outputs[0],string,st2110-20,,,,,
10.6.40.53,mnset,devices,[4].outputs[1],string,st2110-30,,,,,
10.6.40.53,mnset,devices,[4].outputs[2],string,st2110-31,,,,,
10.6.40.53,mnset,devices,[4].outputs[3],string,st2110-40,,,,,
10.6.40.53,mnset,devices,[4].id,uuid,fff56e39-ffbe-4ea5-a230-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[4].node_id,uuid,7f372621-feb5-357f-ad6a-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[4].senders[0],uuid,7fbb0f87-2ad7-2c1a-85aa-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[4].senders[1],uuid,df6f7259-6fe3-2887-90b5-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[4].senders[2],uuid,52fe2f50-7dfb-1d6f-a959-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[4].senders[3],uuid,f3940bf2-6fff-2639-8387-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[4].senders[4],uuid,6ebd1440-df7f-1397-9022-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[4].senders[5],uuid,93b829c9-7555-3487-9179-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[5].version,string,2,,,,,
10.6.40.53,mnset,devices,[5].label,string,Device CH6,,,,,
10.6.40.53,mnset,devices,[5].inputs[0],string,st2110-20,,,,,
10.6.40.53,mnset,devices,[5].inputs[1],string,st2110-30,,,,,
10.6.40.53,mnset,devices,[5].inputs[2],string,st2110-31,,,,,
10.6.40.53,mnset,devices,[5].inputs[3],string,st2110-40,,,,,
10.6.40.53,mnset,devices,[5].outputs[0],string,sdi,,,,,
10.6.40.53,mnset,devices,[5].id,uuid,77fa793e-7dfa-16f9-8f9a-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[5].node_id,uuid,7f372621-feb5-357f-ad6a-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[5].receivers[0],uuid,3fff5845-b3e9-2627-9bb2-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[5].receivers[1],uuid,ff71609f-fecf-4614-9ccf-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[5].receivers[2],uuid,17ee34ae-7ffb-235c-8f1f-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[5].receivers[3],uuid,afb92e9a-5fcf-49b1-9876-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[5].receivers[4],uuid,ecbffe05-4b7d-25e5-97b4-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[5].receivers[5],uuid,7fef89e0-cfeb-2fb9-87f8-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[6].version,string,2,,,,,
10.6.40.53,mnset,devices,[6].label,string,Device CH7,,,,,
10.6.40.53,mnset,devices,[6].inputs[0],string,sdi,,,,,
10.6.40.53,mnset,devices,[6].outputs[0],string,st2110-20,,,,,
10.6.40.53,mnset,devices,[6].outputs[1],string,st2110-30,,,,,
10.6.40.53,mnset,devices,[6].outputs[2],string,st2110-31,,,,,
10.6.40.53,mnset,devices,[6].outputs[3],string,st2110-40,,,,,
10.6.40.53,mnset,devices,[6].id,uuid,76aa32f2-3b5f-1339-a81d-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[6].node_id,uuid,7f372621-feb5-357f-ad6a-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[6].senders[0],uuid,6f77e6ec-79fc-4bac-9759-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[6].senders[1],uuid,3ebfae14-dd73-3207-8be8-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[6].senders[2],uuid,2fff1008-3cd7-3312-a65d-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[6].senders[3],uuid,fedf4c35-ff9d-3efa-82cd-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[6].senders[4],uuid,dfe7e2b6-7d3e-1a9c-819f-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[6].senders[5],uuid,ffcf20e7-0bde-220e-a184-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[7].version,string,2,,,,,
10.6.40.53,mnset,devices,[7].label,string,Device CH8,,,,,
10.6.40.53,mnset,devices,[7].inputs[0],string,st2110-20,,,,,
10.6.40.53,mnset,devices,[7].inputs[1],string,st2110-30,,,,,
10.6.40.53,mnset,devices,[7].inputs[2],string,st2110-31,,,,,
10.6.40.53,mnset,devices,[7].inputs[3],string,st2110-40,,,,,
10.6.40.53,mnset,devices,[7].outputs[0],string,sdi,,,,,
10.6.40.53,mnset,devices,[7].id,uuid,3bedc49d-7f6f-2910-89ff-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[7].node_id,uuid,7f372621-feb5-357f-ad6a-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[7].receivers[0],uuid,3af9045c-7ff3-3b8b-8e57-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[7].receivers[1],uuid,7ef77160-5dfa-470b-a4c9-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[7].receivers[2],uuid,4fdfec24-ee5e-3e45-81b2-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[7].receivers[3],uuid,3bff55ef-77fd-3fe3-ae6d-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[7].receivers[4],uuid,cdff9e17-35ff-2080-a923-40a36ba2100c,,,,,
10.6.40.53,mnset,devices,[7].receivers[5],uuid,36b75155-d587-1dec-8d80-40a36ba2100c,,,,,
10.6.40.53,mnset,sdi,configuration.operating_bit_rate,string,auto,,,,,
10.6.40.53,mnset,sdi,running_operating_bit_rate,string,fractional,,,,,
10.6.40.53,mnset,sdi_output,[0],string,b0d2da17-360a-4396-80a9-f620c4bb3885/,,,,,
10.6.40.53,mnset,sdi_output,[1],string,b1d2da17-360a-4396-80a9-f620c4bb3885/,,,,,
10.6.40.53,mnset,sdi_output,[2],string,b2d2da17-360a-4396-80a9-f620c4bb3885/,,,,,
10.6.40.53,mnset,sdi_output,[3],string,b3d2da17-360a-4396-80a9-f620c4bb3885/,,,,,
10.6.40.53,mnset,sdi_output,[4],string,b5d2da17-360a-4396-80a9-f620c4bb3885/,,,,,
10.6.40.53,mnset,sdi_output,[5],string,b7d2da17-360a-4396-80a9-f620c4bb3885/,,,,,
10.6.40.53,mnset,sdi_input,[0],string,b4d2da17-360a-4396-80a9-f620c4bb3885/,,,,,
10.6.40.53,mnset,sdi_input,[1],string,b6d2da17-360a-4396-80a9-f620c4bb3885/,,,,,
10.6.40.53,mnset,sdi_audio,[0],string,b0d2da17-360a-4396-80a9-f620c4bb3885/,,,,,
10.6.40.53,mnset,sdi_audio,[1],string,b1d2da17-360a-4396-80a9-f620c4bb3885/,,,,,
10.6.40.53,mnset,sdi_audio,[2],string,b2d2da17-360a-4396-80a9-f620c4bb3885/,,,,,
10.6.40.53,mnset,sdi_audio,[3],string,b3d2da17-360a-4396-80a9-f620c4bb3885/,,,,,
10.6.40.53,mnset,sdi_audio,[4],string,b5d2da17-360a-4396-80a9-f620c4bb3885/,,,,,
10.6.40.53,mnset,sdi_audio,[5],string,b7d2da17-360a-4396-80a9-f620c4bb3885/,,,,,
10.6.40.53,mnset,sdp,[0],string,fee338d3-edfe-30ba-812c-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[1],string,cd7b33b3-bfba-1ff0-9e37-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[2],string,33bd4ce3-6fbb-4468-9cbb-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[3],string,f5ef3e4c-7f73-289c-a70b-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[4],string,7377b687-fefb-2feb-83e0-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[5],string,3d7edc6d-7cd9-4162-8d00-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[6],string,7f7c14ae-5fe7-4b09-9cb1-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[7],string,9f7ffb8e-eeff-498d-8d73-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[8],string,f999d2d9-fffd-4fb5-a2c5-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[9],string,7bafe527-75fb-3cb8-8682-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[10],string,dfbe9dee-efbb-1ed0-9d68-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[11],string,6ffe4c45-3efd-3e5e-920d-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[12],string,59d52e04-fbff-1040-938b-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[13],string,ff9ff10f-57eb-4581-9536-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[14],string,6fbf058c-fbdf-344f-996a-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[15],string,bfff0575-6bfe-32e6-a4b7-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[16],string,5fddd212-1ffd-28a1-a069-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[17],string,ee57ce49-ffcf-4ac1-a3ea-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[18],string,3bf570cd-35ff-4f57-8af5-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[19],string,39ed9908-a7de-3c37-9d23-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[20],string,ffafc976-fdde-2108-9b06-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[21],string,1ada16cd-ffbb-283f-9a35-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[22],string,3cae4de0-0fd6-1a4e-8f16-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[23],string,6b1f8cab-fdf3-3de7-8e2a-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[24],string,702e36e5-fefc-3184-91de-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[25],string,8dafec9e-7736-3d76-88b1-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[26],string,ed9f5fad-7a26-4f5a-a41d-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[27],string,27ffd126-efd9-38d4-a5e0-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[28],string,ffeda7e0-f3fd-384c-8bbd-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[29],string,3fffa216-3797-2225-9a2f-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[30],string,7b7e03c2-f77f-2a88-8dbf-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[31],string,7bbfebfa-6aef-2145-862b-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[32],string,6dfdea3a-67ff-14af-85e4-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[33],string,ffdd96d3-d69e-4113-abd1-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[34],string,dff73729-d74c-1422-926a-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[35],string,b7bb9127-f91f-4472-9efc-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[36],string,dab60e02-fcff-4638-a8c2-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[37],string,46add1c4-e94f-1f35-8b58-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[38],string,7c71d66c-6fff-449a-8e52-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[39],string,5bef3530-7bfe-4990-a75f-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[40],string,7feb2cef-07f3-4699-99d2-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[41],string,8e9fc891-7eb1-3ff6-9e58-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[42],string,6bb4c505-fb9b-3d69-8735-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[43],string,1d77af81-bef7-26a8-9001-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[44],string,37bf4d25-83ea-4067-839f-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[45],string,7fedd710-ffb3-47c5-989f-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[46],string,6ede0bce-3bda-1419-9fd9-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[47],string,fbf77394-6ff7-2910-a02f-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[48],string,17ce716b-7fdd-2c9b-ac83-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[49],string,c9ce2999-bfbe-1bf8-8e9a-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[50],string,7d775931-bcdd-1cf5-96df-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[51],string,637b79c3-7fff-353e-adeb-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[52],string,38c22604-5ffb-2356-8397-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[53],string,f777c9b8-ffc5-262a-8958-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[54],string,df778fb6-7fbe-39c8-8da7-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[55],string,fceda28a-7ffe-475a-aded-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[56],string,ffdd4795-cbb1-37da-84d6-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[57],string,4fff80ef-fee7-11d5-9f84-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[58],string,5edfa839-fffd-4a61-8ee5-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[59],string,1bda7dd6-fbfd-3d93-aeba-40a36ba2100c/,,,,,
10.6.40.53,mnset,sdp,[60],string,76ff49e4-653b-2ae9-81cb-40a36ba2100c/,,,,,
