ip,protocol,slot,oid,path,id,label,kind,access,value,value_name,unit,min,max,step,default,enum_items,max_len,alarm_priority,alarm_tag,alarm_on,alarm_off,slot_status
127.0.0.1,emberplus,0,1.2.1.1.13,dhs-emberplus-integration.oneToOne.labelsPrimary.targets.t-13,13,t-13,string,RW-,Pri-T13,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.5.2.3,dhs-emberplus-integration.nToN.targetParams.2.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.11.2.1,dhs-emberplus-integration.nToN.params.11.2.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.2.1.11,dhs-emberplus-integration.oneToOne.labelsSecondary.targets.t-11,11,t-11,string,RW-,Sec-T11,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.5.6.3,dhs-emberplus-integration.oneToN.sourceParams.6.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.6.6.3,dhs-emberplus-integration.nToN.sourceParams.6.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.2.2.5,dhs-emberplus-integration.oneToN.labelsSecondary.sources.s-5,5,s-5,string,RW-,Sec-S5,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.2.1.17,dhs-emberplus-integration.dynamic.labelsSecondary.targets.t-17,17,t-17,string,RW-,Sec-T17,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.4.5.2,dhs-emberplus-integration.dynamic.targetParams.5.mode,2,mode,enum,RW-,0,,,,,,,manual|bypass|auto,,,,,,
127.0.0.1,emberplus,0,1.4.4.104.1,dhs-emberplus-integration.dynamic.targetParams.104.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.1.2.12,dhs-emberplus-integration.oneToOne.labelsPrimary.sources.s-12,12,s-12,string,RW-,Pri-S12,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.1.1.3,dhs-emberplus-integration.oneToOne.labelsPrimary.targets.t-3,3,t-3,string,RW-,Pri-T3,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.4.1.1,dhs-emberplus-integration.oneToOne.targetParams.1.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.1.2.5,dhs-emberplus-integration.nToN.labelsPrimary.sources.s-5,5,s-5,string,RW-,Pri-S5,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.2.13.1,dhs-emberplus-integration.nToN.params.2.13.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.1.1.1.2,dhs-emberplus-integration.oneToN.labelsPrimary.targets.t-2,2,t-2,string,RW-,Pri-T2,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.4.2.2,dhs-emberplus-integration.oneToN.targetParams.2.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.3.3.2.7.1,dhs-emberplus-integration.nToN.params.2.7.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.1.3.1,dhs-emberplus-integration.nToN.params.1.3.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.13.0.1,dhs-emberplus-integration.nToN.params.13.0.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.2.2.8,dhs-emberplus-integration.oneToOne.labelsSecondary.sources.s-8,8,s-8,string,RW-,Sec-S8,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.1.2.31,dhs-emberplus-integration.dynamic.labelsPrimary.sources.s-31,31,s-31,string,RW-,Pri-S31,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.15.8.1,dhs-emberplus-integration.nToN.params.15.8.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.9.13.1,dhs-emberplus-integration.nToN.params.9.13.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.1.1.2.10,dhs-emberplus-integration.oneToN.labelsPrimary.sources.s-10,10,s-10,string,RW-,Pri-S10,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.5.4.2,dhs-emberplus-integration.oneToN.sourceParams.4.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.4.2.2.5,dhs-emberplus-integration.dynamic.labelsSecondary.sources.s-5,5,s-5,string,RW-,Sec-S5,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.1.1.64,dhs-emberplus-integration.dynamic.labelsPrimary.targets.t-64,64,t-64,string,RW-,Pri-T64,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.2.1.13,dhs-emberplus-integration.nToN.labelsSecondary.targets.t-13,13,t-13,string,RW-,Sec-T13,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.1.1.3,dhs-emberplus-integration.nToN.labelsPrimary.targets.t-3,3,t-3,string,RW-,Pri-T3,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.5.14.3,dhs-emberplus-integration.oneToOne.sourceParams.14.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.4.15.1,dhs-emberplus-integration.oneToN.targetParams.15.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.6.15.1,dhs-emberplus-integration.nToN.params.6.15.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.1.2.1.5,dhs-emberplus-integration.oneToN.labelsSecondary.targets.t-5,5,t-5,string,RW-,Sec-T5,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.5.17.3,dhs-emberplus-integration.dynamic.sourceParams.17.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.1.2.6,dhs-emberplus-integration.oneToOne.labelsPrimary.sources.s-6,6,s-6,string,RW-,Pri-S6,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.1.2.8,dhs-emberplus-integration.oneToN.labelsPrimary.sources.s-8,8,s-8,string,RW-,Pri-S8,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.4.8.1,dhs-emberplus-integration.oneToN.targetParams.8.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.4.1.2.42,dhs-emberplus-integration.dynamic.labelsPrimary.sources.s-42,42,s-42,string,RW-,Pri-S42,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.5.119.1,dhs-emberplus-integration.dynamic.sourceParams.119.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.1.2.6,dhs-emberplus-integration.nToN.labelsPrimary.sources.s-6,6,s-6,string,RW-,Pri-S6,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.5.10.2,dhs-emberplus-integration.oneToN.sourceParams.10.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.1.5.13.3,dhs-emberplus-integration.oneToN.sourceParams.13.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.6.12.2,dhs-emberplus-integration.nToN.sourceParams.12.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.3.5.4.2,dhs-emberplus-integration.nToN.targetParams.4.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.2.4.12.2,dhs-emberplus-integration.oneToOne.targetParams.12.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.2.4.11.1,dhs-emberplus-integration.oneToOne.targetParams.11.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.4.4.42.1,dhs-emberplus-integration.dynamic.targetParams.42.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.1.1.15,dhs-emberplus-integration.oneToOne.labelsPrimary.targets.t-15,15,t-15,string,RW-,Pri-T15,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.1.2.7,dhs-emberplus-integration.nToN.labelsPrimary.sources.s-7,7,s-7,string,RW-,Pri-S7,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.6.4.2,dhs-emberplus-integration.nToN.sourceParams.4.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.3.3.10.15.1,dhs-emberplus-integration.nToN.params.10.15.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.6.3.1,dhs-emberplus-integration.nToN.params.6.3.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.9.2.1,dhs-emberplus-integration.nToN.params.9.2.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.1.2.2.14,dhs-emberplus-integration.oneToN.labelsSecondary.sources.s-14,14,s-14,string,RW-,Sec-S14,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.5.10.3,dhs-emberplus-integration.oneToN.sourceParams.10.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.2.2.1,dhs-emberplus-integration.nToN.labelsSecondary.sources.s-1,1,s-1,string,RW-,Sec-S1,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.6.0.3,dhs-emberplus-integration.nToN.sourceParams.0.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.2.5.1,dhs-emberplus-integration.nToN.params.2.5.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.7.1.1,dhs-emberplus-integration.nToN.params.7.1.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.0.1,dhs-emberplus-integration.identity.product,1,product,string,R--,dhs-emberplus-integration,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.5.11.1,dhs-emberplus-integration.oneToOne.sourceParams.11.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.4.5.17.2,dhs-emberplus-integration.dynamic.sourceParams.17.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.3.5.9.3,dhs-emberplus-integration.nToN.targetParams.9.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.2.8.1,dhs-emberplus-integration.nToN.params.2.8.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.1.2.1,dhs-emberplus-integration.nToN.params.1.2.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.4.5.111.2,dhs-emberplus-integration.dynamic.sourceParams.111.mode,2,mode,enum,RW-,0,,,,,,,bypass|auto|manual,,,,,,
127.0.0.1,emberplus,0,1.3.5.14.1,dhs-emberplus-integration.nToN.targetParams.14.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.0.5.1,dhs-emberplus-integration.nToN.params.0.5.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.1.1.8,dhs-emberplus-integration.oneToOne.labelsPrimary.targets.t-8,8,t-8,string,RW-,Pri-T8,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.4.3.3,dhs-emberplus-integration.oneToOne.targetParams.3.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.5.111.3,dhs-emberplus-integration.dynamic.sourceParams.111.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.2.1.3,dhs-emberplus-integration.oneToN.labelsSecondary.targets.t-3,3,t-3,string,RW-,Sec-T3,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.5.64.3,dhs-emberplus-integration.dynamic.sourceParams.64.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.9.15.1,dhs-emberplus-integration.nToN.params.9.15.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.2.2.15,dhs-emberplus-integration.oneToOne.labelsSecondary.sources.s-15,15,s-15,string,RW-,Sec-S15,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.4.11.2,dhs-emberplus-integration.oneToOne.targetParams.11.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.1.5.8.3,dhs-emberplus-integration.oneToN.sourceParams.8.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.4.17.1,dhs-emberplus-integration.dynamic.targetParams.17.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.4.4.86.3,dhs-emberplus-integration.dynamic.targetParams.86.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.5.0.2,dhs-emberplus-integration.nToN.targetParams.0.mode,2,mode,enum,RW-,0,,,,,,,bypass|auto|manual,,,,,,
127.0.0.1,emberplus,0,1.3.1.1.14,dhs-emberplus-integration.nToN.labelsPrimary.targets.t-14,14,t-14,string,RW-,Pri-T14,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.4.14.3,dhs-emberplus-integration.oneToOne.targetParams.14.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.2.1.10,dhs-emberplus-integration.oneToN.labelsSecondary.targets.t-10,10,t-10,string,RW-,Sec-T10,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.4.17.2,dhs-emberplus-integration.dynamic.targetParams.17.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.2.4.7.1,dhs-emberplus-integration.oneToOne.targetParams.7.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.2.2.5,dhs-emberplus-integration.nToN.labelsSecondary.sources.s-5,5,s-5,string,RW-,Sec-S5,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.1.1.14,dhs-emberplus-integration.oneToOne.labelsPrimary.targets.t-14,14,t-14,string,RW-,Pri-T14,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.5.4.1,dhs-emberplus-integration.oneToOne.sourceParams.4.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.4.4.55.2,dhs-emberplus-integration.dynamic.targetParams.55.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.4.4.73.1,dhs-emberplus-integration.dynamic.targetParams.73.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.10.10.1,dhs-emberplus-integration.nToN.params.10.10.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.1.5.0.1,dhs-emberplus-integration.oneToN.sourceParams.0.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.7.5.1,dhs-emberplus-integration.nToN.params.7.5.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.4.6.1,dhs-emberplus-integration.oneToOne.targetParams.6.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.1.1.4,dhs-emberplus-integration.oneToOne.labelsPrimary.targets.t-4,4,t-4,string,RW-,Pri-T4,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.1.5.1,dhs-emberplus-integration.nToN.params.1.5.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.15.11.1,dhs-emberplus-integration.nToN.params.15.11.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.5.6.1,dhs-emberplus-integration.nToN.targetParams.6.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.14.9.1,dhs-emberplus-integration.nToN.params.14.9.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.1.4.14.1,dhs-emberplus-integration.oneToN.targetParams.14.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.15.14.1,dhs-emberplus-integration.nToN.params.15.14.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.1.1.1,dhs-emberplus-integration.oneToOne.labelsPrimary.targets.t-1,1,t-1,string,RW-,Pri-T1,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.0.8.1,dhs-emberplus-integration.nToN.params.0.8.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.3.4.1,dhs-emberplus-integration.nToN.params.3.4.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.4.2.2.111,dhs-emberplus-integration.dynamic.labelsSecondary.sources.s-111,111,s-111,string,RW-,Sec-S111,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.0.4.1,dhs-emberplus-integration.nToN.params.0.4.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.6.12,dhs-emberplus-integration.types.vu_right,12,vu_right,float,R--,-60,,,-128,15,,,,,,,,,
127.0.0.1,emberplus,0,1.1.5.3.3,dhs-emberplus-integration.oneToN.sourceParams.3.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.5.99.1,dhs-emberplus-integration.dynamic.sourceParams.99.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.6.8.1,dhs-emberplus-integration.nToN.sourceParams.8.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.4.2.1.119,dhs-emberplus-integration.dynamic.labelsSecondary.targets.t-119,119,t-119,string,RW-,Sec-T119,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.4.111.3,dhs-emberplus-integration.dynamic.targetParams.111.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.6.4.3,dhs-emberplus-integration.nToN.sourceParams.4.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.6.15.1,dhs-emberplus-integration.nToN.sourceParams.15.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.0.13.1,dhs-emberplus-integration.nToN.params.0.13.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.2.1.2,dhs-emberplus-integration.oneToOne.labelsSecondary.targets.t-2,2,t-2,string,RW-,Sec-T2,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.1.1.9,dhs-emberplus-integration.nToN.labelsPrimary.targets.t-9,9,t-9,string,RW-,Pri-T9,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.1.2.3,dhs-emberplus-integration.oneToOne.labelsPrimary.sources.s-3,3,s-3,string,RW-,Pri-S3,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.1.1.6,dhs-emberplus-integration.oneToOne.labelsPrimary.targets.t-6,6,t-6,string,RW-,Pri-T6,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.5.124.1,dhs-emberplus-integration.dynamic.sourceParams.124.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.5.6.2,dhs-emberplus-integration.nToN.targetParams.6.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.3.3.8.1.1,dhs-emberplus-integration.nToN.params.8.1.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.5.0.1,dhs-emberplus-integration.oneToOne.sourceParams.0.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.6.9.1,dhs-emberplus-integration.nToN.params.6.9.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.9.9.1,dhs-emberplus-integration.nToN.params.9.9.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.6.10,dhs-emberplus-integration.types.vu_zero,10,vu_zero,float,R--,-60,,,-128,15,,,,,,,,,
127.0.0.1,emberplus,0,1.4.1.2.0,dhs-emberplus-integration.dynamic.labelsPrimary.sources.s-0,0,s-0,string,RW-,Pri-S0,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.5.86.1,dhs-emberplus-integration.dynamic.sourceParams.86.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.4.5.127.1,dhs-emberplus-integration.dynamic.sourceParams.127.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.4.5.2,dhs-emberplus-integration.oneToOne.targetParams.5.mode,2,mode,enum,RW-,0,,,,,,,manual|bypass|auto,,,,,,
127.0.0.1,emberplus,0,1.1.2.2.9,dhs-emberplus-integration.oneToN.labelsSecondary.sources.s-9,9,s-9,string,RW-,Sec-S9,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.1.2.8,dhs-emberplus-integration.oneToOne.labelsPrimary.sources.s-8,8,s-8,string,RW-,Pri-S8,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.1.1.7,dhs-emberplus-integration.oneToOne.labelsPrimary.targets.t-7,7,t-7,string,RW-,Pri-T7,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.2.2.10,dhs-emberplus-integration.nToN.labelsSecondary.sources.s-10,10,s-10,string,RW-,Sec-S10,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.1.1.2.0,dhs-emberplus-integration.oneToN.labelsPrimary.sources.s-0,0,s-0,string,RW-,Pri-S0,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.2.2.42,dhs-emberplus-integration.dynamic.labelsSecondary.sources.s-42,42,s-42,string,RW-,Sec-S42,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.8.10.1,dhs-emberplus-integration.nToN.params.8.10.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.9.0.1,dhs-emberplus-integration.nToN.params.9.0.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.9.6.1,dhs-emberplus-integration.nToN.params.9.6.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.5.10.3,dhs-emberplus-integration.oneToOne.sourceParams.10.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.6.9.1,dhs-emberplus-integration.nToN.sourceParams.9.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.4.0.1,dhs-emberplus-integration.nToN.params.4.0.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.1.1.1.15,dhs-emberplus-integration.oneToN.labelsPrimary.targets.t-15,15,t-15,string,RW-,Pri-T15,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.4.119.3,dhs-emberplus-integration.dynamic.targetParams.119.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.5.0.1,dhs-emberplus-integration.nToN.targetParams.0.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.1.1.2.11,dhs-emberplus-integration.oneToN.labelsPrimary.sources.s-11,11,s-11,string,RW-,Pri-S11,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.2.1.104,dhs-emberplus-integration.dynamic.labelsSecondary.targets.t-104,104,t-104,string,RW-,Sec-T104,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.6.12.3,dhs-emberplus-integration.nToN.sourceParams.12.mute,3,mute,bool,RW-,,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.5.9.2,dhs-emberplus-integration.nToN.targetParams.9.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.2.4.15.1,dhs-emberplus-integration.oneToOne.targetParams.15.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.1.5.5.1,dhs-emberplus-integration.oneToN.sourceParams.5.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.2.1.14,dhs-emberplus-integration.nToN.labelsSecondary.targets.t-14,14,t-14,string,RW-,Sec-T14,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.2.2.0,dhs-emberplus-integration.nToN.labelsSecondary.sources.s-0,0,s-0,string,RW-,Sec-S0,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.6.7.1,dhs-emberplus-integration.nToN.sourceParams.7.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.10.11.1,dhs-emberplus-integration.nToN.params.10.11.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.1.2.2.4,dhs-emberplus-integration.oneToN.labelsSecondary.sources.s-4,4,s-4,string,RW-,Sec-S4,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.2.5.8.2,dhs-emberplus-integration.oneToOne.sourceParams.8.mode,2,mode,enum,RW-,0,,,,,,,manual|bypass|auto,,,,,,
127.0.0.1,emberplus,0,1.4.2.1.24,dhs-emberplus-integration.dynamic.labelsSecondary.targets.t-24,24,t-24,string,RW-,Sec-T24,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.4.4.119.2,dhs-emberplus-integration.dynamic.targetParams.119.mode,2,mode,enum,RW-,0,,,,,,,auto|manual|bypass,,,,,,
127.0.0.1,emberplus,0,1.3.2.2.3,dhs-emberplus-integration.nToN.labelsSecondary.sources.s-3,3,s-3,string,RW-,Sec-S3,,,,,,,,,,,,,
127.0.0.1,emberplus,0,1.3.3.5.11.1,dhs-emberplus-integration.nToN.params.5.11.gain,1,gain,int,RW-,0,,,-1000,100,1,,,,,,,,
127.0.0.1,emberplus,0,1.2.1.2.7,dhs-emberplus-integration.oneToOne.labelsPrimary.sources.s-7,7,s-7,string,RW-,Pri-S7,,,,,,,,,,,,,
